,index,Rk,Player,Squad,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
343,356,344,Ben Mee,Brentford,36.3,3,28,7,25.0,0.77,0.19,0.11,0.43,10.3,0,0,0,3.2,3.2,0.12,-0.2,-0.2
344,357,345,Edouard Mendy,Chelsea,9.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
345,358,346,Nampalys Mendy,Leicester City,8.4,1,2,1,50.0,0.24,0.12,0.50,1.00,21.1,0,0,0,0.1,0.1,0.07,+0.9,+0.9
346,359,347,Chris Mepham,Bournemouth,24.4,0,8,4,50.0,0.33,0.16,0.00,0.00,9.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7
347,360,348,Illan Meslier,Leeds United,34.0,0,1,1,100.0,0.03,0.03,0.00,0.00,9.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1
348,361,349,Alexander Mighten,Nott'ham Forest,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
349,362,350,Lewis Miley,Newcastle Utd,0.2,0,1,0,0.0,6.00,0.00,0.00,,20.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
350,364,351,Luka Milivojević,Crystal Palace,5.7,0,7,0,0.0,1.23,0.00,0.00,,25.1,1,0,0,0.3,0.3,0.05,-0.3,-0.3
351,365,352,James Milner,Liverpool,10.1,0,7,1,14.3,0.69,0.10,0.00,0.00,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
352,366,353,Yerry Mina,Everton,6.6,2,8,4,50.0,1.21,0.61,0.25,0.50,8.4,0,0,0,1.5,1.5,0.18,+0.5,+0.5
353,367,354,Tyrone Mings,Aston Villa,35.0,1,7,2,28.6,0.20,0.06,0.14,0.50,12.1,0,0,0,1.2,1.2,0.17,-0.2,-0.2
354,368,355,Tyrick Mitchell,Crystal Palace,32.1,0,6,1,16.7,0.19,0.03,0.00,0.00,11.6,0,0,0,0.6,0.6,0.10,-0.6,-0.6
355,369,356,Kaoru Mitoma,Brighton,25.8,7,52,21,40.4,2.02,0.82,0.13,0.33,13.2,0,0,0,8.1,8.1,0.16,-1.1,-1.1
356,370,357,Aleksandar Mitrović,Fulham,22.3,14,85,27,31.8,3.81,1.21,0.12,0.37,15.1,0,4,8,14.9,8.6,0.10,-0.9,+1.4
357,371,358,Kieffer Moore,Bournemouth,14.2,4,23,8,34.8,1.62,0.56,0.17,0.50,11.2,0,0,0,4.4,4.4,0.19,-0.4,-0.4
358,372,359,Andrew Moran,Brighton,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
359,373,360,Álex Moreno,Aston Villa,14.8,0,13,3,23.1,0.88,0.20,0.00,0.00,18.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
360,374,361,Mason Mount,Chelsea,18.3,3,33,9,27.3,1.80,0.49,0.09,0.33,19.7,2,0,0,2.0,2.0,0.06,+1.0,+1.0
361,375,362,Lucas Moura,Tottenham,1.7,1,4,1,25.0,2.35,0.59,0.25,1.00,10.9,0,0,0,0.5,0.5,0.14,+0.5,+0.5
362,376,363,João Moutinho,Wolves,19.8,0,16,3,18.8,0.81,0.15,0.00,0.00,18.4,3,0,0,1.3,1.3,0.08,-1.3,-1.3
363,377,364,Divin Mubama,West Ham,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
364,378,365,Mykhailo Mudryk,Chelsea,7.3,0,14,5,35.7,1.92,0.68,0.00,0.00,18.4,0,0,0,1.9,1.9,0.13,-1.9,-1.9
365,379,366,Jacob Murphy,Newcastle Utd,13.9,4,29,10,34.5,2.09,0.72,0.14,0.40,18.6,0,0,0,3.3,3.3,0.11,+0.7,+0.7
366,380,367,Enock Mwepu,Brighton,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,16.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2
367,381,368,Vitaliy Mykolenko,Everton,29.5,0,10,3,30.0,0.34,0.10,0.00,0.00,20.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
368,382,369,Keylor Navas,Nott'ham Forest,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
369,383,370,Wilfred Ndidi,Leicester City,18.7,0,7,2,28.6,0.38,0.11,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
370,384,371,Reiss Nelson,Arsenal,2.4,3,12,7,58.3,5.09,2.97,0.25,0.43,16.4,1,0,0,1.1,1.1,0.09,+1.9,+1.9
371,385,372,Neto,Bournemouth,26.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
372,386,373,Pedro Neto,Wolves,10.7,0,17,3,17.6,1.59,0.28,0.00,0.00,20.7,1,0,0,1.1,1.1,0.06,-1.1,-1.1
373,387,374,Rúben Neves,Wolves,33.5,6,63,13,20.6,1.88,0.39,0.05,0.23,26.7,11,3,3,5.2,2.8,0.04,+0.8,+0.2
374,388,375,Moussa Niakhate,Nott'ham Forest,12.9,0,6,3,50.0,0.46,0.23,0.00,0.00,12.4,0,0,0,0.6,0.6,0.10,-0.6,-0.6
375,390,376,Rasmus Nissen,Leeds United,21.8,3,13,5,38.5,0.60,0.23,0.23,0.60,15.2,0,0,0,0.8,0.8,0.06,+2.2,+2.2
376,391,377,Eddie Nketiah,Arsenal,12.1,4,41,14,34.1,3.39,1.16,0.10,0.29,11.3,0,0,0,8.2,8.2,0.20,-4.2,-4.2
377,392,378,Matheus Nunes,Wolves,27.4,1,28,9,32.1,1.02,0.33,0.04,0.11,17.6,1,0,0,2.4,2.4,0.09,-1.4,-1.4
378,393,379,Darwin Núñez,Liverpool,18.8,9,84,35,41.7,4.46,1.86,0.11,0.26,15.1,0,0,0,12.1,12.1,0.14,-3.1,-3.1
379,394,380,Ethan Nwaneri,Arsenal,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
380,395,381,Christian Nørgaard,Brentford,19.6,1,19,8,42.1,0.97,0.41,0.05,0.13,11.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6
381,396,382,Lewis O'Brien,Nott'ham Forest,6.5,1,7,2,28.6,1.08,0.31,0.14,0.50,23.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7
382,397,383,Odeluga Offiah,Brighton,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
383,398,384,Angelo Ogbonna,West Ham,13.7,0,3,0,0.0,0.22,0.00,0.00,,12.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
384,399,385,Michael Olise,Crystal Palace,30.5,2,51,14,27.5,1.67,0.46,0.04,0.14,21.1,7,0,0,2.9,2.9,0.06,-0.9,-0.9
385,400,386,Robin Olsen,Aston Villa,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
386,401,387,Amadou Onana,Everton,27.6,1,34,6,17.6,1.23,0.22,0.03,0.17,16.8,0,0,0,3.0,3.0,0.09,-2.0,-2.0
387,402,388,Josh Onomah,Fulham,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
388,403,389,Paul Onuachu,Southampton,4.5,0,11,5,45.5,2.43,1.11,0.00,0.00,14.2,0,0,0,1.3,1.3,0.12,-1.3,-1.3
389,404,390,Frank Onyeka,Brentford,9.4,0,9,4,44.4,0.96,0.42,0.00,0.00,17.4,0,0,0,1.0,1.0,0.11,-1.0,-1.0
390,405,391,Mislav Oršić,Southampton,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
391,406,392,Stefan Ortega,Manchester City,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
392,407,393,Dango Ouattara,Bournemouth,13.8,1,26,5,19.2,1.89,0.36,0.04,0.20,14.3,0,0,0,3.6,3.6,0.14,-2.6,-2.6
393,408,394,Alex Oxlade-Chamberlain,Liverpool,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,16.3,0,0,0,1.3,1.3,0.19,-0.3,-0.3
394,409,395,David Ozoh,Crystal Palace,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
395,410,396,João Palhinha,Fulham,34.5,3,39,9,23.1,1.13,0.26,0.08,0.33,17.2,0,0,0,2.9,2.9,0.07,+0.1,+0.1
396,411,397,Cole Palmer,Manchester City,4.1,0,11,3,27.3,2.68,0.73,0.00,0.00,13.7,0,0,0,1.2,1.2,0.14,-1.2,-1.2
397,412,398,Emerson Palmieri,West Ham,14.7,1,11,5,45.5,0.75,0.34,0.09,0.20,14.5,0,0,0,0.8,0.8,0.07,+0.2,+0.2
398,413,399,Lucas Paquetá,West Ham,23.9,4,52,14,26.9,2.18,0.59,0.06,0.21,19.2,1,1,1,4.4,3.6,0.07,-0.4,-0.6
399,414,400,Thomas Partey,Arsenal,27.6,3,28,4,14.3,1.01,0.14,0.11,0.75,20.4,0,0,0,2.2,2.2,0.08,+0.8,+0.8
400,416,401,Nathan Patterson,Everton,14.2,0,8,1,12.5,0.56,0.07,0.00,0.00,18.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
401,417,402,Ben Pearson,Bournemouth,3.2,0,2,1,50.0,0.63,0.31,0.00,0.00,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0
402,418,403,Facundo Pellistri,Manchester Utd,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
403,419,404,Andreas Pereira,Fulham,29.9,4,61,22,36.1,2.04,0.74,0.05,0.14,21.3,12,1,1,7.3,6.5,0.11,-3.3,-3.5
404,420,405,Ricardo Pereira,Leicester City,5.0,1,2,1,50.0,0.40,0.20,0.50,1.00,17.8,0,0,0,0.1,0.1,0.06,+0.9,+0.9
405,421,406,Ayoze Pérez,Leicester City,4.2,0,8,2,25.0,1.88,0.47,0.00,0.00,15.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1
406,422,407,Ivan Perišić,Tottenham,23.4,1,29,8,27.6,1.24,0.34,0.03,0.13,15.3,2,0,0,2.6,2.6,0.09,-1.6,-1.6
407,423,408,Romain Perraud,Southampton,20.4,2,30,6,20.0,1.47,0.29,0.07,0.33,22.3,0,0,0,1.3,1.3,0.04,+0.7,+0.7
408,424,409,Máximo Perrone,Manchester City,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
409,425,410,Cameron Peupion,Brighton,0.1,0,1,0,0.0,15.00,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
410,426,411,Kalvin Phillips,Manchester City,3.3,0,6,0,0.0,1.80,0.00,0.00,,22.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
411,427,412,Nathaniel Phillips,Liverpool,0.7,0,1,0,0.0,1.36,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0
412,428,413,Jordan Pickford,Everton,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
413,429,414,Ethan Pinnock,Brentford,30.0,3,15,8,53.3,0.50,0.27,0.20,0.38,10.0,0,0,0,3.0,3.0,0.21,0.0,0.0
414,430,415,Daniel Podence,Wolves,19.7,6,43,17,39.5,2.19,0.86,0.14,0.35,16.5,0,0,0,3.9,3.9,0.09,+2.1,+2.1
415,431,416,Nick Pope,Newcastle Utd,36.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
416,432,417,Pedro Porro,Tottenham,12.6,3,26,7,26.9,2.07,0.56,0.12,0.43,20.4,1,0,0,1.8,1.8,0.07,+1.2,+1.2
417,433,418,Dennis Praet,Leicester City,7.2,1,5,2,40.0,0.69,0.28,0.20,0.50,13.6,0,0,0,1.0,1.0,0.20,0.0,0.0
418,434,419,Isaac Price,Everton,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
419,435,420,Christian Pulisic,Chelsea,9.1,1,19,6,31.6,2.08,0.66,0.05,0.17,16.8,0,0,0,1.7,1.7,0.09,-0.7,-0.7
420,436,421,Aaron Ramsdale,Arsenal,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
421,437,422,Jacob Ramsey,Aston Villa,29.3,6,33,13,39.4,1.13,0.44,0.18,0.46,15.9,0,0,0,5.0,5.0,0.15,+1.0,+1.0
422,438,423,Marcus Rashford,Manchester Utd,32.0,17,108,49,45.4,3.38,1.53,0.16,0.35,16.4,7,0,0,15.4,15.4,0.15,+1.6,+1.6
423,439,424,David Raya,Brentford,38.0,0,1,0,0.0,0.03,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1
424,440,425,Tim Ream,Fulham,32.2,1,3,2,66.7,0.09,0.06,0.33,0.50,9.8,0,0,0,0.3,0.3,0.09,+0.7,+0.7
425,442,426,Nathan Redmond,Southampton,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
426,443,427,Harrison Reed,Fulham,31.8,3,20,7,35.0,0.63,0.22,0.15,0.43,20.1,0,0,0,1.9,1.9,0.09,+1.1,+1.1
427,444,428,Bobby Reid,Fulham,27.5,4,31,10,32.3,1.13,0.36,0.13,0.40,13.7,0,0,0,3.9,3.9,0.13,+0.1,+0.1
428,445,429,Declan Rice,West Ham,36.4,4,35,8,22.9,0.96,0.22,0.11,0.50,23.6,1,0,1,2.4,1.6,0.05,+1.6,+2.4
429,446,430,Chris Richards,Crystal Palace,5.0,0,4,0,0.0,0.81,0.00,0.00,,9.1,0,0,0,0.7,0.7,0.18,-0.7,-0.7
430,447,431,Richarlison,Tottenham,11.2,1,27,14,51.9,2.41,1.25,0.04,0.07,12.6,0,0,0,3.3,3.3,0.12,-2.3,-2.3
431,448,432,Jaïro Riedewald,Crystal Palace,0.7,0,1,0,0.0,1.41,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
432,449,433,Matt Ritchie,Newcastle Utd,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
433,450,434,Andrew Robertson,Liverpool,28.7,0,13,2,15.4,0.45,0.07,0.00,0.00,14.5,0,0,0,1.3,1.3,0.11,-1.3,-1.3
434,451,435,Antonee Robinson,Fulham,34.3,0,3,0,0.0,0.09,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
435,452,436,Joel Robles,Leeds United,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
436,453,437,Marc Roca,Leeds United,25.7,1,35,13,37.1,1.36,0.51,0.03,0.08,22.3,4,0,0,2.1,2.1,0.06,-1.1,-1.1
437,454,438,Marek Rodák,Fulham,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
438,455,439,Rodri,Manchester City,32.3,2,50,14,28.0,1.55,0.43,0.04,0.14,17.1,0,0,0,4.6,4.6,0.09,-2.6,-2.6
439,456,440,Rodrigo,Leeds United,21.5,13,66,25,37.9,3.07,1.16,0.18,0.48,15.8,2,1,1,8.1,7.3,0.11,+4.9,+4.7
440,457,441,Mads Roerslev,Brentford,12.3,0,3,0,0.0,0.24,0.00,0.00,,14.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3
441,458,442,Cristian Romero,Tottenham,26.3,0,11,2,18.2,0.42,0.08,0.00,0.00,12.3,0,0,0,1.5,1.5,0.13,-1.5,-1.5
442,459,443,Oriol Romeu,Southampton,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
443,460,444,Cristiano Ronaldo,Manchester Utd,5.8,1,25,6,24.0,4.29,1.03,0.04,0.17,17.7,1,0,0,1.9,1.9,0.08,-0.9,-0.9
444,461,445,Connor Ronan,Wolves,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
445,462,446,Salomón Rondón,Everton,1.2,0,4,1,25.0,3.30,0.83,0.00,0.00,19.3,0,0,0,0.8,0.8,0.20,-0.8,-0.8
446,463,447,Joe Rothwell,Bournemouth,11.3,0,3,2,66.7,0.27,0.18,0.00,0.00,24.1,1,0,0,0.2,0.2,0.05,-0.2,-0.2
447,464,448,Georginio Rutter,Leeds United,3.0,0,4,0,0.0,1.32,0.00,0.00,,14.0,0,0,0,0.4,0.4,0.10,-0.4,-0.4
448,465,449,José Sá,Wolves,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
449,466,450,Marcel Sabitzer,Manchester Utd,7.0,0,11,3,27.3,1.58,0.43,0.00,0.00,18.2,1,0,0,0.7,0.7,0.07,-0.7,-0.7
450,468,451,Allan Saint-Maximin,Newcastle Utd,12.4,1,28,11,39.3,2.25,0.88,0.04,0.09,17.6,0,0,0,1.6,1.6,0.06,-0.6,-0.6
451,469,452,Bukayo Saka,Arsenal,35.3,14,86,29,33.7,2.43,0.82,0.14,0.41,16.3,1,2,3,11.2,9.1,0.11,+2.8,+2.9
452,470,453,Mohamed Salah,Liverpool,36.6,19,121,45,37.2,3.31,1.23,0.14,0.38,15.1,2,2,4,21.7,18.5,0.15,-2.7,-1.5
453,471,454,William Saliba,Arsenal,26.8,2,6,3,50.0,0.22,0.11,0.33,0.67,13.8,0,0,0,0.9,0.9,0.15,+1.1,+1.1
454,472,455,Mohammed Salisu,Southampton,21.9,0,19,4,21.1,0.87,0.18,0.00,0.00,12.2,0,0,0,1.5,1.5,0.08,-1.5,-1.5
455,473,456,Albert Sambi Lokonga,Arsenal,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
456,474,457,Albert Sambi Lokonga,Crystal Palace,6.0,0,2,1,50.0,0.34,0.17,0.00,0.00,17.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
457,475,458,Davinson Sánchez,Tottenham,9.5,0,6,2,33.3,0.63,0.21,0.00,0.00,12.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
458,476,459,Robert Sánchez,Brighton,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
459,477,460,Jadon Sancho,Manchester Utd,18.7,6,21,9,42.9,1.12,0.48,0.29,0.67,14.1,0,0,0,4.2,4.2,0.20,+1.8,+1.8
460,478,461,Morgan Sanson,Aston Villa,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
461,479,462,Pablo Sarabia,Wolves,8.5,1,20,5,25.0,2.35,0.59,0.05,0.20,14.8,1,0,0,3.1,3.1,0.15,-2.1,-2.1
462,480,463,Jeremy Sarmiento,Brighton,2.0,0,5,2,40.0,2.56,1.02,0.00,0.00,20.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
463,481,464,Gianluca Scamacca,West Ham,10.3,3,30,10,33.3,2.92,0.97,0.10,0.30,18.7,1,0,0,2.5,2.5,0.08,+0.5,+0.5
464,482,465,Gustavo Scarpa,Nott'ham Forest,2.0,0,7,1,14.3,3.48,0.50,0.00,0.00,26.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
465,483,466,Kevin Schade,Brentford,8.1,0,12,4,33.3,1.48,0.49,0.00,0.00,11.9,0,0,0,2.1,2.1,0.18,-2.1,-2.1
466,484,467,Fabian Schär,Newcastle Utd,35.6,1,56,14,25.0,1.57,0.39,0.02,0.07,14.4,3,0,0,4.9,4.9,0.09,-3.9,-3.9
467,485,468,Jeffrey Schlupp,Crystal Palace,28.1,3,28,9,32.1,1.00,0.32,0.11,0.33,17.5,0,0,0,3.2,3.2,0.12,-0.2,-0.2
468,486,469,Nélson Semedo,Wolves,29.2,0,9,0,0.0,0.31,0.00,0.00,,20.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
469,487,470,Antoine Semenyo,Bournemouth,2.9,1,3,1,33.3,1.05,0.35,0.33,1.00,17.2,0,0,0,0.3,0.3,0.09,+0.7,+0.7
470,488,471,Marcos Senesi,Bournemouth,27.7,2,8,2,25.0,0.29,0.07,0.25,1.00,9.1,0,0,0,1.6,1.6,0.20,+0.4,+0.4
471,489,472,Ryan Sessegnon,Tottenham,9.0,2,18,6,33.3,1.99,0.66,0.11,0.33,14.6,0,0,0,1.6,1.6,0.09,+0.4,+0.4
472,490,473,Luke Shaw,Manchester Utd,28.4,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,1,0,0,1.1,1.1,0.08,-0.1,-0.1
473,491,474,Jonjo Shelvey,Newcastle Utd,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
474,492,475,Jonjo Shelvey,Nott'ham Forest,6.0,0,6,0,0.0,1.00,0.00,0.00,,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
475,494,476,Bernardo Silva,Manchester City,24.5,4,25,9,36.0,1.02,0.37,0.16,0.44,18.1,0,0,0,2.2,2.2,0.09,+1.8,+1.8
476,495,477,Thiago Silva,Chelsea,26.1,0,15,2,13.3,0.57,0.08,0.00,0.00,13.0,0,0,0,1.5,1.5,0.10,-1.5,-1.5
477,496,478,Ellis Simms,Everton,2.5,1,8,1,12.5,3.16,0.39,0.13,1.00,16.1,0,0,0,0.9,0.9,0.11,+0.1,+0.1
478,497,479,Luis Sinisterra,Leeds United,9.6,5,28,11,39.3,2.91,1.14,0.18,0.45,16.2,0,0,0,3.7,3.7,0.13,+1.3,+1.3
479,498,480,Oliver Skipp,Tottenham,16.6,1,7,3,42.9,0.42,0.18,0.14,0.33,23.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7
480,499,481,Adam Smith,Bournemouth,32.7,0,5,1,20.0,0.15,0.03,0.00,0.00,16.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5
481,500,482,Emile Smith Rowe,Arsenal,1.9,0,4,1,25.0,2.09,0.52,0.00,0.00,15.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
482,501,483,Cédric Soares,Arsenal,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
483,502,484,Cédric Soares,Fulham,2.2,0,2,0,0.0,0.91,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
484,503,485,Dominic Solanke,Bournemouth,31.8,6,76,28,36.8,2.39,0.88,0.08,0.21,12.8,0,0,0,9.1,9.1,0.12,-3.1,-3.1
485,504,486,Manor Solomon,Fulham,6.4,4,11,7,63.6,1.73,1.10,0.36,0.57,19.9,0,0,0,1.2,1.2,0.11,+2.8,+2.8
486,505,487,Tomáš Souček,West Ham,31.3,2,34,13,38.2,1.09,0.42,0.06,0.15,10.8,0,0,0,4.0,4.0,0.12,-2.0,-2.0
487,506,488,Boubakary Soumaré,Leicester City,18.1,0,1,0,0.0,0.06,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0
488,507,489,Harry Souttar,Leicester City,11.0,0,8,1,12.5,0.73,0.09,0.00,0.00,9.6,0,0,0,1.4,1.4,0.18,-1.4,-1.4
489,508,490,Çağlar Söyüncü,Leicester City,5.9,1,5,2,40.0,0.85,0.34,0.20,0.50,9.5,0,0,0,0.4,0.4,0.08,+0.6,+0.6
490,509,491,Djed Spence,Tottenham,0.1,0,1,0,0.0,12.86,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
491,510,492,Jack Stacey,Bournemouth,3.3,0,1,0,0.0,0.30,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
492,511,493,Junior Stanislas,Bournemouth,0.7,0,1,0,0.0,1.48,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0
493,512,494,Jay Stansfield,Fulham,1.0,0,2,0,0.0,2.07,0.00,0.00,,13.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3
494,513,495,Jason Steele,Brighton,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
495,514,496,Jack Stephens,Southampton,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
496,515,497,Jack Stephens,Bournemouth,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,5.2,0,0,0,0.4,0.4,0.20,-0.4,-0.4
497,516,498,Raheem Sterling,Chelsea,21.0,6,42,16,38.1,2.00,0.76,0.14,0.38,13.6,0,0,0,6.2,6.2,0.15,-0.2,-0.2
498,517,499,John Stones,Manchester City,20.5,2,11,3,27.3,0.54,0.15,0.18,0.67,13.4,0,0,0,1.0,1.0,0.10,+1.0,+1.0
499,518,500,Pascal Struijk,Leeds United,24.4,2,16,7,43.8,0.65,0.29,0.13,0.29,13.4,0,0,0,1.4,1.4,0.09,+0.6,+0.6
500,520,501,Kamaldeen Sulemana,Southampton,10.7,2,24,7,29.2,2.24,0.65,0.08,0.29,18.8,0,0,0,1.7,1.7,0.07,+0.3,+0.3
501,521,502,Crysencio Summerville,Leeds United,15.8,4,29,9,31.0,1.83,0.57,0.14,0.44,15.3,0,0,0,2.9,2.9,0.10,+1.1,+1.1
502,522,503,Sam Surridge,Nott'ham Forest,3.6,1,9,2,22.2,2.51,0.56,0.11,0.50,11.6,0,0,0,1.8,1.8,0.20,-0.8,-0.8
503,523,504,Japhet Tanganga,Tottenham,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
504,524,505,Matt Targett,Newcastle Utd,6.8,0,1,0,0.0,0.15,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.01,0.0,0.0
505,525,506,James Tarkowski,Everton,38.0,1,32,9,28.1,0.84,0.24,0.03,0.11,9.0,0,0,0,3.1,3.1,0.10,-2.1,-2.1
506,526,507,Marcus Tavernier,Bournemouth,19.4,5,37,14,37.8,1.91,0.72,0.14,0.36,17.3,2,0,0,3.1,3.1,0.09,+1.9,+1.9
507,527,508,Tetê,Leicester City,8.2,1,15,1,6.7,1.84,0.12,0.07,1.00,19.8,0,0,0,1.8,1.8,0.12,-0.8,-0.8
508,528,509,Kenny Tete,Fulham,28.5,1,13,5,38.5,0.46,0.18,0.08,0.20,18.9,0,0,0,0.7,0.7,0.05,+0.3,+0.3
509,529,510,Luke Thomas,Leicester City,11.9,0,3,0,0.0,0.25,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
510,530,511,Youri Tielemans,Leicester City,26.0,3,29,8,27.6,1.11,0.31,0.07,0.25,27.7,1,1,2,2.5,0.9,0.03,+0.5,+1.1
511,531,512,Kieran Tierney,Arsenal,8.8,0,7,2,28.6,0.79,0.23,0.00,0.00,23.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
512,532,513,Harry Toffolo,Nott'ham Forest,10.4,0,6,2,33.3,0.57,0.19,0.00,0.00,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
513,533,514,Takehiro Tomiyasu,Arsenal,7.4,0,3,0,0.0,0.41,0.00,0.00,,12.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2
514,534,515,James Tomkins,Crystal Palace,3.8,1,3,2,66.7,0.80,0.53,0.33,0.50,12.7,0,0,0,1.0,1.0,0.34,0.0,0.0
515,535,516,Ivan Toney,Brentford,32.8,20,87,33,37.9,2.65,1.01,0.16,0.42,16.5,9,6,7,18.7,13.2,0.15,+1.3,+0.8
516,536,517,Adama Traoré,Wolves,16.6,2,19,7,36.8,1.14,0.42,0.11,0.29,15.0,0,0,0,1.4,1.4,0.07,+0.6,+0.6
517,537,518,Bertrand Traoré,Aston Villa,2.6,2,9,3,33.3,3.48,1.16,0.22,0.67,16.4,0,0,0,0.7,0.7,0.08,+1.3,+1.3
